latitude,longitude,positional_accuracy,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_class_name,taxon_subclass_name,taxon_order_name,taxon_family_name,taxon_genus_name
39.9241716667,-79.4844133333,,Coprinellus micaceus,mica cap,Fungi,56318,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinellus
39.9227033333,-79.4858633333,,Laccaria ochropurpurea,Purple-and-White Deceiver,Fungi,143308,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria
39.9046883333,-79.4883583333,,Cantharellus cinnabarinus,Red Chanterelle,Fungi,143393,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.897245,-79.4779283333,,Daedaleopsis confragosa,Thin-walled Maze Polypore,Fungi,124102,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Daedaleopsis
39.8699760437,-79.498878479,,Clavariadelphus americanus,,Fungi,507148,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Clavariadelphaceae,Clavariadelphus
39.8499273,-79.5099772,188,Sarcoscypha austriaca,Scarlet Elfcup,Fungi,126913,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Sarcoscyphaceae,Sarcoscypha
39.8499273,-79.5099772,188,Sarcoscypha austriaca,Scarlet Elfcup,Fungi,126913,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Sarcoscyphaceae,Sarcoscypha
39.862975,-79.5027083333,30,Xanthocarpia feracissima,sidewalk firedot,Fungi,532533,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Teloschistales,Teloschistaceae,Xanthocarpia
39.8653833333,-79.5016416667,5,Graphis scripta,Common Script Lichen,Fungi,117987,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Ostropales,Graphidaceae,Graphis
39.8654466667,-79.5018383333,10,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8650682691,-79.5026601571,216,Biatora appalachensis,Appalachian Dotted Lichen,Fungi,462446,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Ramalinaceae,Biatora
39.8651,-79.501525,,Cladonia caespiticia,Stubby-stalked Cladonia,Fungi,217081,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Cladoniaceae,Cladonia
39.8651,-79.501525,,Flavoparmelia baltimorensis,rock greenshield lichen,Fungi,148365,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Flavoparmelia
39.8650430609,-79.5018446445,82,Lepraria cryophila,,Fungi,463340,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Stereocaulaceae,Lepraria
39.86499,-79.5015233333,,Phlyctis petraea,Rock Whitewash,Fungi,504616,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Ostropales,Phlyctidaceae,Phlyctis
39.86499,-79.5015233333,,Porpidia albocaerulescens,Smokey-eyed Boulder Lichen,Fungi,125773,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecideales,Lecideaceae,Porpidia
39.871815,-79.4986133333,,Aleurodiscus wakefieldiae,Pink Disco,Fungi,208023,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Stereaceae,Aleurodiscus
39.8711816667,-79.499195,,Apioperdon pyriforme,Pear-shaped Puffball,Fungi,972793,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Apioperdon
39.8711816667,-79.499195,,Micarea peliocarpa,Shadow Dot Lichen,Fungi,225038,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Pilocarpaceae,Micarea
39.8653866667,-79.50173,10,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,59954,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria
39.8611487531,-79.4782639154,61,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8611158113,-79.478092254,15,Cyathus striatus,fluted bird's nest fungus,Fungi,120242,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Cyathus
39.85271114,-79.50116074,10,Amanita bisporigera,Eastern North American Destroying Angel,Fungi,125390,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8519166667,-79.47535,12,Cortinarius iodes,Viscid Violet Cort,Fungi,154583,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.8705845629,-79.4987379153,185,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.8863,-79.494055,5,Hygrocybe cantharellus,Goblet Waxcap,Fungi,63282,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hygrophoraceae,Hygrocybe
39.8863116667,-79.4937966667,10,Sarcoscypha occidentalis,stalked scarlet cup,Fungi,58705,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Sarcoscyphaceae,Sarcoscypha
39.8863666667,-79.493675,10,Laccaria ochropurpurea,Purple-and-White Deceiver,Fungi,143308,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria
39.8865,-79.4937833333,30,Laccaria ochropurpurea,Purple-and-White Deceiver,Fungi,143308,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria
39.88632,-79.4939333333,295,Cantharellus minor,Small Chanterelle,Fungi,143312,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8495133333,-79.49077,478,Sebacina schweinitzii,jellied false coral fungus,Fungi,736008,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Sebacinaceae,Sebacina
39.8638633333,-79.5012133333,30,Cantharellus cinnabarinus,Red Chanterelle,Fungi,143393,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8637753333,-79.5020968333,5,Tapinella atrotomentosa,Velvet-footed Tap,Fungi,154450,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Tapinellaceae,Tapinella
39.859245,-79.4970633333,3000,Porpidia albocaerulescens,Smokey-eyed Boulder Lichen,Fungi,125773,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecideales,Lecideaceae,Porpidia
39.8585966667,-79.4957666667,616,Dermatocarpon luridum,brook stippleback lichen,Fungi,182476,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Verrucariales,Verrucariaceae,Dermatocarpon
39.8583333333,-79.4958883333,48,Exidia crenata,American Amber Jelly Fungus,Fungi,879877,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,Auriculariaceae,Exidia
39.8615133333,-79.4814616667,30,Chlorociboria aeruginascens,Green Wood Cup,Fungi,122329,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Chlorociboriaceae,Chlorociboria
39.8559916667,-79.488625,5,Calostoma lutescens,Collared Calostoma,Fungi,372664,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Calostoma
39.8614064876,-79.4562671001,1075,Amanita parcivolvata,False Caesar's Mushroom,Fungi,500030,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8679083333,-79.49955,118,Calostoma lutescens,Collared Calostoma,Fungi,372664,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Calostoma
39.9040192393,-79.489299953,88,Mycena leaiana,orange mycena,Fungi,128516,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena
39.9032533022,-79.480012469,88,Cerioporus squamosus,Dryad's Saddle,Fungi,940028,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Cerioporus
39.8687283333,-79.4997466667,10,Ganoderma tsugae,hemlock varnish shelf,Fungi,63274,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Ganoderma
39.8746101415,-79.4817889687,2754,Cerioporus leptocephalus,Blackfoot Polypore,Fungi,928232,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Cerioporus
39.8666103774,-79.4825586839,3696,Sarcoscypha occidentalis,stalked scarlet cup,Fungi,58705,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Sarcoscyphaceae,Sarcoscypha
39.8764270848,-79.4884374411,2353,Resupinatus applicatus,Smoked Oysterling,Fungi,203714,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,,Resupinatus
39.89585,-79.4958733333,,Schizophyllum commune,splitgill mushroom,Fungi,54573,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Schizophyllaceae,Schizophyllum
39.8958216667,-79.4958566667,,Evernia mesomorpha,Boreal Oakmoss,Fungi,182670,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Evernia
39.87557,-79.4926133333,10,Megacollybia rodmanii,Eastern American Platterful Mushroom,Fungi,488500,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Porotheleaceae,Megacollybia
39.8815383333,-79.4836366667,24,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,59954,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria
39.8927157817,-79.4996562973,44,Amanita flavoconia,Yellow Patches,Fungi,125389,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8784790039,-79.4891967773,,Clavulinopsis fusiformis,Golden Spindles,Fungi,55272,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Clavariaceae,Clavulinopsis
39.868155,-79.5000833333,5,Amanita rubescens,blusher,Fungi,67661,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8515954379,-79.4886559017,661,Tylopilus rubrobrunneus,reddish brown bitter bolete,Fungi,352692,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Tylopilus
39.8489015555,-79.490424942,584,Amanita rubescens,blusher,Fungi,67661,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8488686949,-79.4922843246,581,Leotia lubrica,Ochre Jelly Club,Fungi,58669,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Leotiales,Leotiaceae,Leotia
39.8486151208,-79.4921671138,1409,Entoloma quadratum,salmon pinkgill,Fungi,362917,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Entolomataceae,Entoloma
39.8488489376,-79.4947675496,159,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.8560966667,-79.4925166667,200,Russula parvovirescens,Blue-green Cracking Russula,Fungi,126178,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula
39.8698482059,-79.5061316954,21,Clavulinopsis fusiformis,Golden Spindles,Fungi,55272,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Clavariaceae,Clavulinopsis
39.879144018,-79.4975841364,140,Cantharellus lateritius,Smooth Chanterelle,Fungi,143270,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8627510977,-79.499774287,482,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8610096004,-79.4680970907,526,Lactarius peckii,Peck's milky cap,Fungi,367745,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius
39.8634090973,-79.5012215339,50,Scleroderma citrinum,common earthball,Fungi,55927,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Scleroderma
39.8640801106,-79.5012429916,30,Cantharellus cinnabarinus,Red Chanterelle,Fungi,143393,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.873010777,-79.4981555176,10,Scleroderma citrinum,common earthball,Fungi,55927,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Scleroderma
39.8729337473,-79.4981980976,5,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.8691569036,-79.4999327325,30,Retiboletus ornatipes,Ornate-stalked bolete,Fungi,348815,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus
39.8691331828,-79.4997629151,5,Lactarius croceus,,Fungi,418608,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Lactarius
39.8957283333,-79.4926833333,32,Ramariopsis kunzei,white coral fungus,Fungi,55274,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Clavariaceae,Ramariopsis
39.8736877441,-79.4970550537,,Cantharellus lateritius,Smooth Chanterelle,Fungi,143270,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8727684021,-79.4983139038,,Scleroderma citrinum,common earthball,Fungi,55927,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Scleroderma
39.8649597168,-79.4997558594,,Cortinarius iodes,Viscid Violet Cort,Fungi,154583,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.8689242031,-79.5001783222,132,Cantharellus cinnabarinus,Red Chanterelle,Fungi,143393,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8765335083,-79.4928665161,,Aureoboletus betula,shaggy-stalked bolete,Fungi,1125679,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Aureoboletus
39.8797584346,-79.4937887491,310,Radulomyces copelandii,Asian Beauty,Fungi,1113584,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Radulomycetaceae,Radulomyces
39.8797584346,-79.4937887491,310,Cantharellus lateritius,Smooth Chanterelle,Fungi,143270,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8688302781,-79.5019616559,3131,Clavulinopsis fusiformis,Golden Spindles,Fungi,55272,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Clavariaceae,Clavulinopsis
39.9007929722,-79.4930498489,10,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8733238693,-79.4971487671,165,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8654838585,-79.5015891719,20,Rhizoplaca subdiscrepans,Scattered Rock-posy Lichen,Fungi,230002,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Lecanoraceae,Rhizoplaca
39.8630403,-79.5028498,1665,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,59954,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria
39.8916740417,-79.5016784668,,Pholiota squarrosoides,Sharp-scaly Pholiota,Fungi,157728,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Pholiota
39.84695,-79.47422,224,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.84424667,-79.47849167,2514,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,59954,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Umbilicaria
39.86781667,-79.486245,5,Fulvifomes robiniae,Cracked Cap Polypore,Fungi,1145488,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Fulvifomes
39.860745,-79.48069667,10,Trametes gibbosa,Lumpy Bracket,Fungi,410641,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.85723833,-79.47692833,5,Fomitopsis betulina,birch polypore,Fungi,775410,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis
39.84839167,-79.473205,30,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.9121666667,-79.479325,,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.8831666667,-79.4955305556,,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8928384,-79.4793528,3000,Phylloscypha phyllogena,Common Brown Cup,Fungi,1110795,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Phylloscypha
39.8636035575,-79.5015898348,30,Porpidia albocaerulescens,Smokey-eyed Boulder Lichen,Fungi,125773,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecideales,Lecideaceae,Porpidia
39.8629697004,-79.5012208638,395,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.86367833,-79.50161667,96,Cordyceps militaris,Scarlet Caterpillar Club,Fungi,119118,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Cordyceps
39.86331667,-79.50142,128,Artomyces pyxidatus,crown-tipped coral fungus,Fungi,334704,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Artomyces
39.8639,-79.50161667,128,Hygrocybe cantharellus,Goblet Waxcap,Fungi,63282,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hygrophoraceae,Hygrocybe
39.8596466712,-79.4812362077,3850,Helvella,Elfin Saddles,Fungi,49206,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Helvellaceae,Helvella
39.8600909013,-79.4825389114,5252,Laetiporus sulphureus,chicken of the woods,Fungi,53713,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus
39.8883280345,-79.4874488936,50,Bondarzewia berkeleyi,Berkeley's Polypore,Fungi,84224,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Bondarzewiaceae,Bondarzewia
39.8655916667,-79.500305,,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.8699253984,-79.4986906183,10,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.87214959,-79.49852442,9,Omphalotus illudens,Eastern American jack-o'-lantern,Fungi,126831,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Omphalotus
39.86136384,-79.50712407,7,Pleurotus pulmonarius,pale oyster,Fungi,136399,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pleurotaceae,Pleurotus
39.852275,-79.48677833,10,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.869981,-79.4993829722,,Amanita ravenelii,Ravenel's Lepidella,Fungi,350056,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita
39.8558364444,-79.4923202222,,Baorangia bicolor,two-colored bolete,Fungi,636546,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Baorangia
39.8486585746,-79.4918043491,38,Calostoma cinnabarinum,stalked puffball-in-aspic,Fungi,68153,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Calostoma
39.8486658107,-79.491802561,16,Cortinarius sanguineus,bloodred webcap,Fungi,55030,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Cortinarius
39.8486806042,-79.4917840597,24,Cantharellus cinnabarinus,Red Chanterelle,Fungi,143393,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Hydnaceae,Cantharellus
39.8708058139,-79.4863212905,327,Trametes versicolor,turkey-tail,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8669269821,-79.5004585293,10,Lycoperdon perlatum,common puffball,Fungi,48443,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Lycoperdon
39.8588150445,-79.4809025911,602,Mycena leaiana,orange mycena,Fungi,128516,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena
39.8580489082,-79.4804779769,565,Lycoperdon perlatum,common puffball,Fungi,48443,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Lycoperdon
39.86555,-79.50301333,15,Picipes badius,Bay Polypore,Fungi,510852,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Picipes
39.8494907516,-79.4816413658,2854,Picipes badius,Bay Polypore,Fungi,510852,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Picipes
39.8297443996,-79.444701069,4,Trametes cinnabarina,Northern Cinnabar Polypore,Fungi,974663,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes
39.8629223568,-79.5020835383,1040,Galerina marginata,Funeral Bell,Fungi,154735,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hymenogastraceae,Galerina
39.863673844,-79.5025090474,2814,Arrhenia epichysium,brown goblet,Fungi,67343,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hygrophoraceae,Arrhenia
39.9113222222,-79.4921611111,,Porpidia albocaerulescens,Smokey-eyed Boulder Lichen,Fungi,125773,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecideales,Lecideaceae,Porpidia
39.8656916667,-79.5031283333,4,Picipes badius,Bay Polypore,Fungi,510852,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Picipes
